2022/12/26 20:03:34;rst;SDtst;43102;24.62;22.62;n/a;-4.38;22.00;n/a;38.56;n/a;n/a;n/a;750;725;24576
2022/12/26 20:04:14;rst;SDtst;83237;24.65;22.62;n/a;-4.31;22.06;n/a;38.56;n/a;n/a;n/a;750;725;24576
2022/12/26 20:04:55;rst;SDtst;123373;24.68;22.62;n/a;-4.19;22.12;n/a;38.50;n/a;n/a;n/a;750;725;24576
2022/12/26 20:05:35;rst;SDtst;163509;24.68;22.56;n/a;-4.13;22.12;n/a;38.69;n/a;n/a;n/a;750;725;24576
2022/12/26 20:06:16;rst;SDtst;203645;24.71;22.62;n/a;-4.19;22.06;n/a;38.56;n/a;n/a;n/a;750;725;24576
2022/12/26 20:06:56;rst;SDtst;243781;24.68;22.69;n/a;-4.38;22.12;n/a;38.56;n/a;n/a;n/a;750;725;24576
2022/12/26 20:07:37;rst;SDtst;283917;24.68;22.62;n/a;-4.44;22.12;n/a;38.50;n/a;n/a;n/a;750;725;24576
2022/12/26 20:08:17;rst;SDtst;324052;24.68;22.69;n/a;-4.44;22.06;n/a;38.50;n/a;n/a;n/a;750;725;24576
2022/12/26 20:08:58;rst;SDtst;364187;24.71;22.56;n/a;-4.50;22.06;n/a;38.63;n/a;n/a;n/a;750;725;24576
2022/12/26 20:09:38;rst;SDtst;404323;24.68;22.56;n/a;-4.31;22.12;n/a;38.44;n/a;n/a;n/a;750;725;24576
2022/12/26 20:10:19;rst;SDtst;444459;24.71;22.62;n/a;-4.13;22.12;n/a;38.44;n/a;n/a;n/a;750;725;24576
2022/12/26 20:10:59;rst;SDtst;484594;24.71;22.62;n/a;-4.25;22.06;n/a;38.50;n/a;n/a;n/a;750;725;24576
2022/12/26 20:11:40;rst;SDtst;524730;24.71;22.56;n/a;-4.00;22.06;n/a;38.50;n/a;n/a;n/a;750;725;24576
2022/12/26 20:12:20;rst;SDtst;564866;24.68;22.56;n/a;-4.25;22.06;n/a;38.38;n/a;n/a;n/a;750;725;24576
2022/12/26 20:13:01;rst;SDtst;605001;24.71;22.56;n/a;-4.06;22.06;n/a;38.44;n/a;n/a;n/a;750;725;24576
2022/12/26 20:13:41;rst;SDtst;645137;24.71;22.56;n/a;-4.13;22.12;n/a;38.31;n/a;n/a;n/a;750;725;24576
2022/12/26 20:14:22;rst;SDtst;685273;24.68;22.62;n/a;-4.44;22.06;n/a;38.38;n/a;n/a;n/a;750;725;24576
2022/12/26 20:15:02;rst;SDtst;725408;24.71;22.62;n/a;-4.44;22.00;n/a;38.38;n/a;n/a;n/a;750;725;24576
2022/12/26 20:15:43;rst;SDtst;765544;24.71;22.56;n/a;-4.38;22.06;n/a;38.44;n/a;n/a;n/a;750;725;24576
2022/12/26 20:16:23;rst;SDtst;805680;24.68;22.50;n/a;-4.31;22.12;n/a;38.44;n/a;n/a;n/a;750;725;24576
2022/12/26 20:17:04;rst;SDtst;845815;24.68;22.62;n/a;-4.31;22.06;n/a;38.44;n/a;n/a;n/a;750;725;24576
2022/12/26 20:17:44;rst;SDtst;885951;24.68;22.56;n/a;-4.31;22.06;n/a;38.44;n/a;n/a;n/a;750;725;24576
2022/12/26 20:18:25;rst;SDtst;926087;24.68;22.56;n/a;-4.38;22.06;n/a;38.50;n/a;n/a;n/a;750;725;24576
2022/12/26 20:19:05;rst;SDtst;966222;24.68;22.56;n/a;-4.19;22.12;n/a;38.44;n/a;n/a;n/a;750;725;24576
2022/12/26 20:19:46;rst;SDtst;1006358;24.68;22.56;n/a;-4.31;22.00;n/a;38.44;n/a;n/a;n/a;750;725;24576
2022/12/26 20:20:26;rst;SDtst;1046494;24.68;22.50;n/a;-4.44;22.00;n/a;38.31;n/a;n/a;n/a;750;725;24576
2022/12/26 20:21:07;rst;SDtst;1086629;24.68;22.56;n/a;-4.50;22.06;n/a;38.38;n/a;n/a;n/a;750;725;24576
2022/12/26 20:21:47;rst;SDtst;1126765;24.68;22.56;n/a;-4.44;22.00;n/a;38.44;n/a;n/a;n/a;750;725;24576
2022/12/26 20:22:28;rst;SDtst;1166902;24.65;22.56;n/a;-4.38;21.94;n/a;38.38;n/a;n/a;n/a;750;725;24576
2022/12/26 20:23:08;rst;SDtst;1207037;24.65;22.50;n/a;-4.50;21.94;n/a;38.31;n/a;n/a;n/a;750;725;24576
2022/12/26 20:23:49;rst;SDtst;1247173;24.65;22.50;n/a;-4.50;21.94;n/a;38.31;n/a;n/a;n/a;750;725;24576
2022/12/26 20:24:29;rst;SDtst;1287309;24.65;22.50;n/a;-4.44;21.94;n/a;38.31;n/a;n/a;n/a;750;725;24576
2022/12/26 20:25:10;rst;SDtst;1327444;24.65;22.56;n/a;-4.50;22.00;n/a;38.38;n/a;n/a;n/a;750;725;24576
2022/12/26 20:25:50;rst;SDtst;1367581;24.62;22.50;n/a;-4.63;21.94;n/a;38.38;n/a;n/a;n/a;750;725;24576
2022/12/26 20:26:31;rst;SDtst;1407717;24.62;22.50;n/a;-4.38;21.87;n/a;38.38;n/a;n/a;n/a;750;725;24576
2022/12/26 20:27:11;rst;SDtst;1447853;24.62;22.56;n/a;-4.50;22.00;n/a;38.38;n/a;n/a;n/a;750;725;24576
2022/12/26 20:27:52;rst;SDtst;1487988;24.59;22.44;n/a;-4.63;21.94;n/a;38.38;n/a;n/a;n/a;750;725;24576
